year,week,county,place,mean_change
2020,22,Yavapai County,workplaces,-19.857142857142858
2020,22,Yuma County,grocery and pharmacy,-22.857142857142858
2020,22,Yuma County,parks,-45.285714285714285
2020,22,Yuma County,residential,10.285714285714286
2020,22,Yuma County,retail and recreation,-33.42857142857143
2020,22,Yuma County,transit stations,-45
2020,22,Yuma County,workplaces,-28.285714285714285
2020,23,Apache County,grocery and pharmacy,19.857142857142858
2020,23,Apache County,parks,29.571428571428573
2020,23,Apache County,residential,10.8
2020,23,Apache County,retail and recreation,-15.285714285714286
2020,23,Apache County,transit stations,-21.857142857142858
2020,23,Apache County,workplaces,-28.142857142857142
2020,23,Cochise County,grocery and pharmacy,-1.5714285714285714
2020,23,Cochise County,parks,-18.857142857142858
2020,23,Cochise County,residential,7.571428571428571
2020,23,Cochise County,retail and recreation,-15.142857142857142
2020,23,Cochise County,transit stations,-13.285714285714286
2020,23,Cochise County,workplaces,-23.428571428571427
2020,23,Coconino County,grocery and pharmacy,16.857142857142858
2020,23,Coconino County,parks,75
2020,23,Coconino County,residential,8.714285714285714
2020,23,Coconino County,retail and recreation,0.7142857142857143
2020,23,Coconino County,transit stations,6.857142857142857
2020,23,Coconino County,workplaces,-25.428571428571427
2020,23,Gila County,grocery and pharmacy,54.714285714285715
2020,23,Gila County,parks,80
2020,23,Gila County,residential,5.4
2020,23,Gila County,retail and recreation,26.142857142857142
2020,23,Gila County,workplaces,-13.428571428571429
2020,23,Graham County,grocery and pharmacy,13
2020,23,Graham County,residential,6.75
2020,23,Graham County,retail and recreation,-0.14285714285714285
2020,23,Graham County,workplaces,-20.142857142857142
2020,23,Greenlee County,workplaces,-30.2
2020,23,La Paz County,grocery and pharmacy,-35.57142857142857
2020,23,La Paz County,parks,-60.142857142857146
2020,23,La Paz County,retail and recreation,-47.714285714285715
2020,23,La Paz County,transit stations,-23.142857142857142
2020,23,La Paz County,workplaces,-23.428571428571427
2020,23,Maricopa County,grocery and pharmacy,-7.142857142857143
2020,23,Maricopa County,parks,-19.714285714285715
2020,23,Maricopa County,residential,11.142857142857142
2020,23,Maricopa County,retail and recreation,-19.857142857142858
2020,23,Maricopa County,transit stations,-33.714285714285715
2020,23,Maricopa County,workplaces,-32
2020,23,Mohave County,grocery and pharmacy,8.142857142857142
2020,23,Mohave County,parks,15.571428571428571
2020,23,Mohave County,residential,4.285714285714286
2020,23,Mohave County,retail and recreation,0.14285714285714285
2020,23,Mohave County,transit stations,-1.1428571428571428
2020,23,Mohave County,workplaces,-18.857142857142858
2020,23,Navajo County,grocery and pharmacy,20.571428571428573
2020,23,Navajo County,parks,118
2020,23,Navajo County,residential,6.571428571428571
2020,23,Navajo County,retail and recreation,23.142857142857142
2020,23,Navajo County,transit stations,8.857142857142858
2020,23,Navajo County,workplaces,-20.428571428571427
2020,23,Pima County,grocery and pharmacy,-6.285714285714286
2020,23,Pima County,parks,-24
2020,23,Pima County,residential,10
2020,23,Pima County,retail and recreation,-21.571428571428573
2020,23,Pima County,transit stations,-31.142857142857142
2020,23,Pima County,workplaces,-29.428571428571427
2020,23,Pinal County,grocery and pharmacy,-5.142857142857143
2020,23,Pinal County,parks,-39
2020,23,Pinal County,residential,7.571428571428571
2020,23,Pinal County,retail and recreation,-13.285714285714286
2020,23,Pinal County,transit stations,-17.571428571428573
2020,23,Pinal County,workplaces,-27.142857142857142
2020,23,Santa Cruz County,grocery and pharmacy,-23
2020,23,Santa Cruz County,parks,-12.714285714285714
2020,23,Santa Cruz County,residential,12.8
2020,23,Santa Cruz County,retail and recreation,-39.857142857142854
2020,23,Santa Cruz County,transit stations,-2.4285714285714284
2020,23,Santa Cruz County,workplaces,-28
2020,23,Yavapai County,grocery and pharmacy,9.857142857142858
2020,23,Yavapai County,parks,29
2020,23,Yavapai County,residential,5
2020,23,Yavapai County,retail and recreation,-2.2857142857142856
2020,23,Yavapai County,transit stations,9.285714285714286
2020,23,Yavapai County,workplaces,-19.142857142857142
2020,23,Yuma County,grocery and pharmacy,-23.714285714285715
2020,23,Yuma County,parks,-44.142857142857146
2020,23,Yuma County,residential,9.857142857142858
2020,23,Yuma County,retail and recreation,-32.857142857142854
2020,23,Yuma County,transit stations,-41.57142857142857
2020,23,Yuma County,workplaces,-29.571428571428573
2020,24,Apache County,grocery and pharmacy,19.285714285714285
2020,24,Apache County,parks,52.285714285714285
2020,24,Apache County,residential,11.6
2020,24,Apache County,retail and recreation,-14.714285714285714
2020,24,Apache County,transit stations,-22.571428571428573
2020,24,Apache County,workplaces,-26.428571428571427
2020,24,Cochise County,grocery and pharmacy,-5.571428571428571
2020,24,Cochise County,parks,-20.714285714285715
2020,24,Cochise County,residential,7.142857142857143
2020,24,Cochise County,retail and recreation,-16.142857142857142
2020,24,Cochise County,transit stations,-15.285714285714286
2020,24,Cochise County,workplaces,-23.285714285714285
2020,24,Coconino County,grocery and pharmacy,20.285714285714285
2020,24,Coconino County,parks,95.14285714285714
2020,24,Coconino County,residential,8.142857142857142
2020,24,Coconino County,retail and recreation,5
2020,24,Coconino County,transit stations,12.714285714285714
2020,24,Coconino County,workplaces,-24.428571428571427
2020,24,Gila County,grocery and pharmacy,55.857142857142854
2020,24,Gila County,parks,77.28571428571429
2020,24,Gila County,residential,5.6
2020,24,Gila County,retail and recreation,25
2020,24,Gila County,workplaces,-13.428571428571429
2020,24,Graham County,grocery and pharmacy,10.166666666666666
2020,24,Graham County,residential,7
2020,24,Graham County,retail and recreation,-0.7142857142857143
2020,24,Graham County,workplaces,-18.428571428571427
2020,24,Greenlee County,workplaces,-31
2020,24,La Paz County,grocery and pharmacy,-34.714285714285715
2020,24,La Paz County,parks,-60.285714285714285
2020,24,La Paz County,retail and recreation,-47.42857142857143
2020,24,La Paz County,transit stations,-18.428571428571427
2020,24,La Paz County,workplaces,-25.714285714285715
2020,24,Maricopa County,grocery and pharmacy,-8.857142857142858
2020,24,Maricopa County,parks,-19.857142857142858
2020,24,Maricopa County,residential,10.571428571428571
2020,24,Maricopa County,retail and recreation,-20.428571428571427
2020,24,Maricopa County,transit stations,-34.57142857142857
2020,24,Maricopa County,workplaces,-31.714285714285715
2020,24,Mohave County,grocery and pharmacy,8.571428571428571
2020,24,Mohave County,parks,26.142857142857142
2020,24,Mohave County,residential,4
2020,24,Mohave County,retail and recreation,-0.5714285714285714
2020,24,Mohave County,transit stations,3.142857142857143
2020,24,Mohave County,workplaces,-18.857142857142858
2020,24,Navajo County,grocery and pharmacy,22
2020,24,Navajo County,parks,135.28571428571428
2020,24,Navajo County,residential,7
2020,24,Navajo County,retail and recreation,23
2020,24,Navajo County,transit stations,10.142857142857142
2020,24,Navajo County,workplaces,-20.571428571428573
2020,24,Pima County,grocery and pharmacy,-8.714285714285714
2020,24,Pima County,parks,-25.857142857142858
2020,24,Pima County,residential,9.857142857142858
2020,24,Pima County,retail and recreation,-22.714285714285715
2020,24,Pima County,transit stations,-31.714285714285715
2020,24,Pima County,workplaces,-29.142857142857142
2020,24,Pinal County,grocery and pharmacy,-7.142857142857143
2020,24,Pinal County,parks,-39.714285714285715
2020,24,Pinal County,residential,7.428571428571429
2020,24,Pinal County,retail and recreation,-14.857142857142858
2020,24,Pinal County,transit stations,-15.571428571428571
2020,24,Pinal County,workplaces,-27.571428571428573
2020,24,Santa Cruz County,grocery and pharmacy,-24.571428571428573
2020,24,Santa Cruz County,parks,-12
2020,24,Santa Cruz County,residential,13.6
2020,24,Santa Cruz County,retail and recreation,-42.57142857142857
2020,24,Santa Cruz County,transit stations,-10.285714285714286
2020,24,Santa Cruz County,workplaces,-30.571428571428573
2020,24,Yavapai County,grocery and pharmacy,11
2020,24,Yavapai County,parks,39.285714285714285
2020,24,Yavapai County,residential,4.714285714285714
2020,24,Yavapai County,retail and recreation,-0.42857142857142855
2020,24,Yavapai County,transit stations,18
2020,24,Yavapai County,workplaces,-18.428571428571427
2020,24,Yuma County,grocery and pharmacy,-23
2020,24,Yuma County,parks,-44.57142857142857
2020,24,Yuma County,residential,9.571428571428571
2020,24,Yuma County,retail and recreation,-32.57142857142857
2020,24,Yuma County,transit stations,-39.857142857142854
2020,24,Yuma County,workplaces,-30.571428571428573
2020,25,Apache County,grocery and pharmacy,5.571428571428571
2020,25,Apache County,parks,78.16666666666667
2020,25,Apache County,residential,10.4
2020,25,Apache County,retail and recreation,-21
2020,25,Apache County,transit stations,-27.142857142857142
2020,25,Apache County,workplaces,-31.714285714285715
2020,25,Cochise County,grocery and pharmacy,-4.857142857142857
2020,25,Cochise County,parks,-17.714285714285715
2020,25,Cochise County,residential,7.142857142857143
2020,25,Cochise County,retail and recreation,-15.571428571428571
2020,25,Cochise County,transit stations,-13
2020,25,Cochise County,workplaces,-23.857142857142858
2020,25,Coconino County,grocery and pharmacy,19.714285714285715
2020,25,Coconino County,parks,110.71428571428571
2020,25,Coconino County,residential,7.857142857142857
2020,25,Coconino County,retail and recreation,4.714285714285714
2020,25,Coconino County,transit stations,18
2020,25,Coconino County,workplaces,-26.857142857142858
2020,25,Gila County,grocery and pharmacy,25.428571428571427
2020,25,Gila County,parks,30.714285714285715
2020,25,Gila County,residential,6.2
2020,25,Gila County,retail and recreation,-1.7142857142857142
2020,25,Gila County,workplaces,-16.285714285714285
2020,25,Graham County,grocery and pharmacy,9.5
2020,25,Graham County,residential,7.75
2020,25,Graham County,retail and recreation,-3.7142857142857144
2020,25,Graham County,workplaces,-22.142857142857142
2020,25,Greenlee County,workplaces,-35.2
2020,25,La Paz County,grocery and pharmacy,-38.57142857142857
2020,25,La Paz County,parks,-59.714285714285715
2020,25,La Paz County,retail and recreation,-50
2020,25,La Paz County,transit stations,-18.428571428571427
2020,25,La Paz County,workplaces,-31
2020,25,Maricopa County,grocery and pharmacy,-8.142857142857142
2020,25,Maricopa County,parks,-23.857142857142858
2020,25,Maricopa County,residential,11
2020,25,Maricopa County,retail and recreation,-22.428571428571427
2020,25,Maricopa County,transit stations,-35
2020,25,Maricopa County,workplaces,-33.42857142857143
2020,25,Mohave County,grocery and pharmacy,7.142857142857143
2020,25,Mohave County,parks,38.142857142857146
2020,25,Mohave County,residential,4
2020,25,Mohave County,retail and recreation,-1.2857142857142858
2020,25,Mohave County,transit stations,6
2020,25,Mohave County,workplaces,-19.857142857142858
2020,25,Navajo County,grocery and pharmacy,21.857142857142858
2020,25,Navajo County,parks,125.42857142857143
2020,25,Navajo County,residential,7.428571428571429
2020,25,Navajo County,retail and recreation,24.285714285714285
2020,25,Navajo County,transit stations,14.142857142857142
2020,25,Navajo County,workplaces,-22.142857142857142
2020,25,Pima County,grocery and pharmacy,-7.285714285714286
2020,25,Pima County,parks,-30.142857142857142
2020,25,Pima County,residential,9.571428571428571
2020,25,Pima County,retail and recreation,-24.285714285714285
2020,25,Pima County,transit stations,-32
2020,25,Pima County,workplaces,-30.142857142857142
2020,25,Pinal County,grocery and pharmacy,-6.285714285714286
2020,25,Pinal County,parks,-40.42857142857143
2020,25,Pinal County,residential,7.714285714285714
2020,25,Pinal County,retail and recreation,-16
2020,25,Pinal County,transit stations,-16
2020,25,Pinal County,workplaces,-29.571428571428573
2020,25,Santa Cruz County,grocery and pharmacy,-25.428571428571427
2020,25,Santa Cruz County,parks,-21.571428571428573
2020,25,Santa Cruz County,residential,13.8
2020,25,Santa Cruz County,retail and recreation,-41.714285714285715
2020,25,Santa Cruz County,transit stations,-18.571428571428573
2020,25,Santa Cruz County,workplaces,-31.857142857142858
2020,25,Yavapai County,grocery and pharmacy,13.857142857142858
2020,25,Yavapai County,parks,40.57142857142857
2020,25,Yavapai County,residential,4.857142857142857
2020,25,Yavapai County,retail and recreation,0
2020,25,Yavapai County,transit stations,20.142857142857142
2020,25,Yavapai County,workplaces,-20.428571428571427
2020,25,Yuma County,grocery and pharmacy,-23
2020,25,Yuma County,parks,-43.714285714285715
2020,25,Yuma County,residential,9.714285714285714
2020,25,Yuma County,retail and recreation,-33.857142857142854
2020,25,Yuma County,transit stations,-36.285714285714285
2020,25,Yuma County,workplaces,-33.142857142857146
2020,26,Apache County,grocery and pharmacy,5.857142857142857
2020,26,Apache County,parks,76.16666666666667
2020,26,Apache County,residential,10.4
2020,26,Apache County,retail and recreation,-20.571428571428573
2020,26,Apache County,transit stations,-25.285714285714285
2020,26,Apache County,workplaces,-30.285714285714285
2020,26,Cochise County,grocery and pharmacy,-8.285714285714286
2020,26,Cochise County,parks,-21.428571428571427
2020,26,Cochise County,residential,7.857142857142857
2020,26,Cochise County,retail and recreation,-18.285714285714285
2020,26,Cochise County,transit stations,-12.428571428571429
2020,26,Cochise County,workplaces,-25
2020,26,Coconino County,grocery and pharmacy,16.428571428571427
2020,26,Coconino County,parks,105.28571428571429
2020,26,Coconino County,residential,9.142857142857142
2020,26,Coconino County,retail and recreation,2.7142857142857144
2020,26,Coconino County,transit stations,15.142857142857142
2020,26,Coconino County,workplaces,-27
2020,26,Gila County,grocery and pharmacy,44.57142857142857
2020,26,Gila County,parks,51
2020,26,Gila County,residential,6.4
2020,26,Gila County,retail and recreation,11.428571428571429
2020,26,Gila County,workplaces,-15.714285714285714
2020,26,Graham County,grocery and pharmacy,7.666666666666667
2020,26,Graham County,residential,8.25
2020,26,Graham County,retail and recreation,-6.428571428571429
2020,26,Graham County,workplaces,-22.571428571428573
2020,26,Greenlee County,workplaces,-37.6
2020,26,La Paz County,grocery and pharmacy,-42.42857142857143
2020,26,La Paz County,parks,-65
2020,26,La Paz County,retail and recreation,-50.42857142857143
2020,26,La Paz County,transit stations,-17.142857142857142
2020,26,La Paz County,workplaces,-34.857142857142854
2020,26,Maricopa County,grocery and pharmacy,-11
2020,26,Maricopa County,parks,-25
2020,26,Maricopa County,residential,11.857142857142858
2020,26,Maricopa County,retail and recreation,-24
2020,26,Maricopa County,transit stations,-35.42857142857143
2020,26,Maricopa County,workplaces,-34.857142857142854
2020,26,Mohave County,grocery and pharmacy,4.571428571428571
2020,26,Mohave County,parks,28.142857142857142
2020,26,Mohave County,residential,4.857142857142857
2020,26,Mohave County,retail and recreation,-3
2020,26,Mohave County,transit stations,8.428571428571429
2020,26,Mohave County,workplaces,-21.571428571428573
2020,26,Navajo County,grocery and pharmacy,20.142857142857142
2020,26,Navajo County,parks,116.42857142857143
2020,26,Navajo County,residential,8.571428571428571
2020,26,Navajo County,retail and recreation,19.285714285714285
2020,26,Navajo County,transit stations,15.714285714285714
2020,26,Navajo County,workplaces,-22.285714285714285
2020,26,Pima County,grocery and pharmacy,-10.428571428571429
2020,26,Pima County,parks,-33.142857142857146
2020,26,Pima County,residential,10.571428571428571
2020,26,Pima County,retail and recreation,-25.857142857142858
2020,26,Pima County,transit stations,-31.571428571428573
2020,26,Pima County,workplaces,-30.571428571428573
2020,26,Pinal County,grocery and pharmacy,-10
2020,26,Pinal County,parks,-41.714285714285715
2020,26,Pinal County,residential,8.428571428571429
2020,26,Pinal County,retail and recreation,-17
2020,26,Pinal County,transit stations,-16
2020,26,Pinal County,workplaces,-31.285714285714285
2020,26,Santa Cruz County,grocery and pharmacy,-30.142857142857142
2020,26,Santa Cruz County,parks,-18
2020,26,Santa Cruz County,residential,14
2020,26,Santa Cruz County,retail and recreation,-42
2020,26,Santa Cruz County,transit stations,-22.428571428571427
2020,26,Santa Cruz County,workplaces,-31.857142857142858
2020,26,Yavapai County,grocery and pharmacy,10.285714285714286
2020,26,Yavapai County,parks,33.57142857142857
2020,26,Yavapai County,residential,5.428571428571429
2020,26,Yavapai County,retail and recreation,-3.7142857142857144
2020,26,Yavapai County,transit stations,7.714285714285714
2020,26,Yavapai County,workplaces,-20.714285714285715
2020,26,Yuma County,grocery and pharmacy,-26
2020,26,Yuma County,parks,-48
2020,26,Yuma County,residential,10.714285714285714
2020,26,Yuma County,retail and recreation,-35.142857142857146
2020,26,Yuma County,transit stations,-45.714285714285715
2020,26,Yuma County,workplaces,-35.857142857142854
2020,27,Apache County,grocery and pharmacy,13.5
2020,27,Apache County,parks,130.5
2020,27,Apache County,residential,9.8
2020,27,Apache County,retail and recreation,-10.714285714285714
2020,27,Apache County,transit stations,-28
2020,27,Apache County,workplaces,-36
2020,27,Cochise County,grocery and pharmacy,-4.571428571428571
2020,27,Cochise County,parks,-15.857142857142858
2020,27,Cochise County,residential,8.857142857142858
2020,27,Cochise County,retail and recreation,-19.285714285714285
2020,27,Cochise County,transit stations,-17.714285714285715
2020,27,Cochise County,workplaces,-32.42857142857143
2020,27,Coconino County,grocery and pharmacy,26
2020,27,Coconino County,parks,131.28571428571428
2020,27,Coconino County,residential,9.714285714285714
2020,27,Coconino County,retail and recreation,6
2020,27,Coconino County,transit stations,14.857142857142858
2020,27,Coconino County,workplaces,-32.42857142857143
2020,27,Gila County,grocery and pharmacy,63.857142857142854
2020,27,Gila County,parks,49.857142857142854
2020,27,Gila County,residential,7.2
2020,27,Gila County,retail and recreation,19.571428571428573
2020,27,Gila County,workplaces,-22.571428571428573
2020,27,Graham County,grocery and pharmacy,12
2020,27,Graham County,residential,8.75
2020,27,Graham County,retail and recreation,-7
2020,27,Graham County,workplaces,-28.857142857142858
2020,27,Greenlee County,workplaces,-41.8
2020,27,La Paz County,grocery and pharmacy,-38.285714285714285
2020,27,La Paz County,parks,-59
2020,27,La Paz County,retail and recreation,-47
2020,27,La Paz County,transit stations,-15.714285714285714
2020,27,La Paz County,workplaces,-43
2020,27,Maricopa County,grocery and pharmacy,-9.714285714285714
2020,27,Maricopa County,parks,-30.428571428571427
2020,27,Maricopa County,residential,13.428571428571429
2020,27,Maricopa County,retail and recreation,-28
2020,27,Maricopa County,transit stations,-36
2020,27,Maricopa County,workplaces,-42.42857142857143
2020,27,Mohave County,grocery and pharmacy,12
2020,27,Mohave County,parks,30.857142857142858
2020,27,Mohave County,residential,6.142857142857143
2020,27,Mohave County,retail and recreation,-5.714285714285714
2020,27,Mohave County,transit stations,7.285714285714286
2020,27,Mohave County,workplaces,-27.714285714285715
2020,27,Navajo County,grocery and pharmacy,35.285714285714285
2020,27,Navajo County,parks,166.42857142857142
2020,27,Navajo County,residential,9.285714285714286
2020,27,Navajo County,retail and recreation,22.714285714285715
2020,27,Navajo County,transit stations,9.714285714285714
2020,27,Navajo County,workplaces,-27.142857142857142
2020,27,Pima County,grocery and pharmacy,-8.857142857142858
2020,27,Pima County,parks,-35.857142857142854
2020,27,Pima County,residential,11.857142857142858
2020,27,Pima County,retail and recreation,-27.571428571428573
2020,27,Pima County,transit stations,-34.142857142857146
2020,27,Pima County,workplaces,-38.142857142857146
2020,27,Pinal County,grocery and pharmacy,-7.428571428571429
2020,27,Pinal County,parks,-45.714285714285715
2020,27,Pinal County,residential,10
2020,27,Pinal County,retail and recreation,-19.428571428571427
2020,27,Pinal County,transit stations,-22.857142857142858
2020,27,Pinal County,workplaces,-38.857142857142854
2020,27,Santa Cruz County,grocery and pharmacy,-35.285714285714285
2020,27,Santa Cruz County,parks,-19.142857142857142
2020,27,Santa Cruz County,residential,14.4
2020,27,Santa Cruz County,retail and recreation,-41.57142857142857
2020,27,Santa Cruz County,transit stations,-33.857142857142854
2020,27,Santa Cruz County,workplaces,-37.142857142857146
2020,27,Yavapai County,grocery and pharmacy,15.571428571428571
2020,27,Yavapai County,parks,40.57142857142857
2020,27,Yavapai County,residential,6.857142857142857
2020,27,Yavapai County,retail and recreation,-6.428571428571429
2020,27,Yavapai County,transit stations,8
2020,27,Yavapai County,workplaces,-27.857142857142858
2020,27,Yuma County,grocery and pharmacy,-24.428571428571427
2020,27,Yuma County,parks,-48.285714285714285
2020,27,Yuma County,residential,11.714285714285714
2020,27,Yuma County,retail and recreation,-35.142857142857146
2020,27,Yuma County,transit stations,-47.42857142857143
2020,27,Yuma County,workplaces,-42.42857142857143
2020,28,Apache County,grocery and pharmacy,6.714285714285714
2020,28,Apache County,parks,81.6
2020,28,Apache County,residential,10.8
2020,28,Apache County,retail and recreation,-21.285714285714285
2020,28,Apache County,transit stations,-26.714285714285715
2020,28,Apache County,workplaces,-32.285714285714285
2020,28,Cochise County,grocery and pharmacy,-8.142857142857142
2020,28,Cochise County,parks,-27.285714285714285
2020,28,Cochise County,residential,8.285714285714286
2020,28,Cochise County,retail and recreation,-19.285714285714285
2020,28,Cochise County,transit stations,-17.714285714285715
2020,28,Cochise County,workplaces,-26.857142857142858
2020,28,Coconino County,grocery and pharmacy,20.571428571428573
2020,28,Coconino County,parks,107.57142857142857
2020,28,Coconino County,residential,9.857142857142858
2020,28,Coconino County,retail and recreation,1.2857142857142858
2020,28,Coconino County,transit stations,13.285714285714286
2020,28,Coconino County,workplaces,-27.571428571428573
2020,28,Gila County,grocery and pharmacy,48.142857142857146
2020,28,Gila County,parks,30.714285714285715
2020,28,Gila County,residential,7
2020,28,Gila County,retail and recreation,12.857142857142858
2020,28,Gila County,workplaces,-16.857142857142858
2020,28,Graham County,grocery and pharmacy,5.833333333333333
2020,28,Graham County,residential,9
2020,28,Graham County,retail and recreation,-3.4285714285714284
2020,28,Graham County,workplaces,-27
2020,28,Greenlee County,workplaces,-38.8
2020,28,La Paz County,grocery and pharmacy,-43
2020,28,La Paz County,parks,-68.85714285714286
2020,28,La Paz County,retail and recreation,-53.57142857142857
2020,28,La Paz County,transit stations,-22.571428571428573
2020,28,La Paz County,workplaces,-40.714285714285715
2020,28,Maricopa County,grocery and pharmacy,-12.714285714285714
2020,28,Maricopa County,parks,-36.142857142857146
2020,28,Maricopa County,residential,13
2020,28,Maricopa County,retail and recreation,-28.142857142857142
2020,28,Maricopa County,transit stations,-37.142857142857146
2020,28,Maricopa County,workplaces,-37.714285714285715
2020,28,Mohave County,grocery and pharmacy,2.857142857142857
2020,28,Mohave County,parks,2.5714285714285716
2020,28,Mohave County,residential,6.285714285714286
2020,28,Mohave County,retail and recreation,-11.428571428571429
2020,28,Mohave County,transit stations,4.428571428571429
2020,28,Mohave County,workplaces,-24.857142857142858
2020,28,Navajo County,grocery and pharmacy,26.142857142857142
2020,28,Navajo County,parks,129.71428571428572
2020,28,Navajo County,residential,9
2020,28,Navajo County,retail and recreation,18.857142857142858
2020,28,Navajo County,transit stations,8.428571428571429
2020,28,Navajo County,workplaces,-22.142857142857142
2020,28,Pima County,grocery and pharmacy,-11.857142857142858
2020,28,Pima County,parks,-39.42857142857143
2020,28,Pima County,residential,11.285714285714286
2020,28,Pima County,retail and recreation,-27.142857142857142
2020,28,Pima County,transit stations,-33.714285714285715
2020,28,Pima County,workplaces,-33
2020,28,Pinal County,grocery and pharmacy,-13.285714285714286
2020,28,Pinal County,parks,-50.57142857142857
2020,28,Pinal County,residential,9.714285714285714
2020,28,Pinal County,retail and recreation,-21.571428571428573
2020,28,Pinal County,transit stations,-21
2020,28,Pinal County,workplaces,-34.714285714285715
2020,28,Santa Cruz County,grocery and pharmacy,-36.42857142857143
2020,28,Santa Cruz County,parks,-24.714285714285715
2020,28,Santa Cruz County,residential,14
2020,28,Santa Cruz County,retail and recreation,-42.142857142857146
2020,28,Santa Cruz County,transit stations,-39
2020,28,Santa Cruz County,workplaces,-34.42857142857143
2020,28,Yavapai County,grocery and pharmacy,9.285714285714286
2020,28,Yavapai County,parks,18.285714285714285
2020,28,Yavapai County,residential,6.714285714285714
2020,28,Yavapai County,retail and recreation,-9.285714285714286
2020,28,Yavapai County,transit stations,3
2020,28,Yavapai County,workplaces,-23.857142857142858
2020,28,Yuma County,grocery and pharmacy,-28.571428571428573
2020,28,Yuma County,parks,-54
2020,28,Yuma County,residential,11
2020,28,Yuma County,retail and recreation,-37
2020,28,Yuma County,transit stations,-47.857142857142854
2020,28,Yuma County,workplaces,-38.42857142857143
2020,29,Apache County,grocery and pharmacy,0.5714285714285714
2020,29,Apache County,parks,91.5
2020,29,Apache County,residential,10.6
2020,29,Apache County,retail and recreation,-18.428571428571427
2020,29,Apache County,transit stations,-21.142857142857142
2020,29,Apache County,workplaces,-32.57142857142857
2020,29,Cochise County,grocery and pharmacy,-10.857142857142858
2020,29,Cochise County,parks,-20.285714285714285
2020,29,Cochise County,residential,7.857142857142857
2020,29,Cochise County,retail and recreation,-18.857142857142858
2020,29,Cochise County,transit stations,-11.142857142857142
2020,29,Cochise County,workplaces,-27.285714285714285
2020,29,Coconino County,grocery and pharmacy,16.714285714285715
2020,29,Coconino County,parks,115.14285714285714
2020,29,Coconino County,residential,9.571428571428571
2020,29,Coconino County,retail and recreation,3.4285714285714284
2020,29,Coconino County,transit stations,15
2020,29,Coconino County,workplaces,-27.714285714285715
2020,29,Gila County,grocery and pharmacy,35.857142857142854
2020,29,Gila County,parks,39.285714285714285
2020,29,Gila County,residential,6.8
2020,29,Gila County,retail and recreation,16
2020,29,Gila County,workplaces,-17.428571428571427
2020,29,Graham County,grocery and pharmacy,-4.333333333333333
2020,29,Graham County,residential,8.75
2020,29,Graham County,retail and recreation,-4.428571428571429
2020,29,Graham County,workplaces,-25.714285714285715
2020,29,Greenlee County,workplaces,-38.2
2020,29,La Paz County,grocery and pharmacy,-46.285714285714285
2020,29,La Paz County,parks,-64.57142857142857
2020,29,La Paz County,retail and recreation,-53.57142857142857
2020,29,La Paz County,transit stations,-18.285714285714285
2020,29,La Paz County,workplaces,-41.142857142857146
2020,29,Maricopa County,grocery and pharmacy,-12.571428571428571
2020,29,Maricopa County,parks,-30.285714285714285
2020,29,Maricopa County,residential,12.285714285714286
2020,29,Maricopa County,retail and recreation,-26.428571428571427
2020,29,Maricopa County,transit stations,-37.57142857142857
2020,29,Maricopa County,workplaces,-37.857142857142854
2020,29,Mohave County,grocery and pharmacy,0.5714285714285714
2020,29,Mohave County,parks,17.428571428571427
2020,29,Mohave County,residential,6.285714285714286
2020,29,Mohave County,retail and recreation,-11.142857142857142
2020,29,Mohave County,transit stations,3.857142857142857
2020,29,Mohave County,workplaces,-24
2020,29,Navajo County,grocery and pharmacy,25.285714285714285
2020,29,Navajo County,parks,148.14285714285714
2020,29,Navajo County,residential,8.571428571428571
2020,29,Navajo County,retail and recreation,19.571428571428573
2020,29,Navajo County,transit stations,7.571428571428571
2020,29,Navajo County,workplaces,-22.428571428571427
2020,29,Pima County,grocery and pharmacy,-14.142857142857142
2020,29,Pima County,parks,-32.285714285714285
2020,29,Pima County,residential,10.857142857142858
2020,29,Pima County,retail and recreation,-26.142857142857142
2020,29,Pima County,transit stations,-33.285714285714285
2020,29,Pima County,workplaces,-33
2020,29,Pinal County,grocery and pharmacy,-13.714285714285714
2020,29,Pinal County,parks,-48.142857142857146
2020,29,Pinal County,residential,9.285714285714286
2020,29,Pinal County,retail and recreation,-20.428571428571427
2020,29,Pinal County,transit stations,-21.142857142857142
2020,29,Pinal County,workplaces,-34.857142857142854
2020,29,Santa Cruz County,grocery and pharmacy,-40
2020,29,Santa Cruz County,parks,-17.857142857142858
2020,29,Santa Cruz County,residential,12.6
2020,29,Santa Cruz County,retail and recreation,-36.714285714285715
2020,29,Santa Cruz County,transit stations,-38.714285714285715
2020,29,Santa Cruz County,workplaces,-34.57142857142857
2020,29,Yavapai County,grocery and pharmacy,7.857142857142857
2020,29,Yavapai County,parks,28.428571428571427
2020,29,Yavapai County,residential,6.285714285714286
2020,29,Yavapai County,retail and recreation,-6.857142857142857
2020,29,Yavapai County,transit stations,10.857142857142858
2020,29,Yavapai County,workplaces,-23.571428571428573
2020,29,Yuma County,grocery and pharmacy,-28.285714285714285
2020,29,Yuma County,parks,-51.42857142857143
2020,29,Yuma County,residential,10.285714285714286
2020,29,Yuma County,retail and recreation,-36
2020,29,Yuma County,transit stations,-42.714285714285715
2020,29,Yuma County,workplaces,-38.142857142857146
2020,30,Apache County,grocery and pharmacy,-6.428571428571429
2020,30,Apache County,parks,74
2020,30,Apache County,residential,10.6
2020,30,Apache County,retail and recreation,-23
2020,30,Apache County,transit stations,-26
