year,name,sex,count
1920,Ed,F,8
1920,Alexander,F,7
1920,Christian,F,7
1920,Gary,F,7
1920,Nicholas,F,6
1920,Kristina,F,5
1920,Nick,F,5
1920,Edward,M,20096
1920,Thomas,M,14938
1920,Paul,M,12571
1920,Daniel,M,3897
1920,Lee,M,2322
1920,Alexander,M,1474
1920,Nicholas,M,1355
1920,Alex,M,1069
1920,Nick,M,699
1920,Alan,M,433
1920,Ed,M,309
1920,Spencer,M,229
1920,Orlando,M,181
1920,Nolan,M,157
1920,Christian,M,143
1920,Justin,M,107
1920,Gary,M,74
1920,Tim,M,64
1920,Ethan,M,31
1920,Elsie,M,22
1920,Dane,M,16
1920,Sarah,M,14
1920,Brandon,M,9
1920,Sara,M,9
1921,Sarah,F,5024
1921,Elsie,F,4879
1921,Sara,F,2350
1921,Lee,F,459
1921,Tina,F,126
1921,Edward,F,80
1921,Thomas,F,76
1921,Paul,F,60
1921,Adriana,F,18
1921,Daniel,F,16
1921,Christian,F,12
1921,Ed,F,12
1921,Gary,F,9
1921,Alex,F,8
1921,Nicholas,F,6
1921,Nick,F,6
1921,Alan,F,5
1921,Kristina,F,5
1921,Edward,M,20818
1921,Thomas,M,15307
1921,Paul,M,13168
1921,Daniel,M,4087
1921,Lee,M,2354
1921,Nicholas,M,1554
1921,Alexander,M,1533
1921,Alex,M,1022
1921,Nick,M,765
1921,Alan,M,375
1921,Ed,M,287
1921,Spencer,M,195
1921,Orlando,M,192
1921,Nolan,M,191
1921,Justin,M,137
1921,Christian,M,132
1921,Gary,M,86
1921,Tim,M,54
1921,Dane,M,27
1921,Elsie,M,26
1921,Ethan,M,26
1921,Sarah,M,19
1921,Brandon,M,9
1921,Sara,M,6
1921,Tanner,M,6
1922,Sarah,F,4982
1922,Elsie,F,4618
1922,Sara,F,2220
1922,Lee,F,496
1922,Tina,F,141
1922,Edward,F,93
1922,Paul,F,81
1922,Thomas,F,67
1922,Daniel,F,21
1922,Adriana,F,16
1922,Ed,F,14
1922,Christian,F,12
1922,Alex,F,8
1922,Nicholas,F,7
1922,Spencer,F,6
1922,Gary,F,5
1922,Edward,M,20419
1922,Thomas,M,15263
1922,Paul,M,12924
1922,Daniel,M,4285
1922,Lee,M,2371
1922,Nicholas,M,1414
1922,Alexander,M,1359
1922,Alex,M,1003
1922,Nick,M,790
1922,Alan,M,479
1922,Ed,M,293
1922,Spencer,M,197
1922,Nolan,M,183
1922,Orlando,M,179
1922,Christian,M,160
1922,Justin,M,140
1922,Gary,M,73
1922,Tim,M,49
1922,Ethan,M,27
1922,Sarah,M,19
1922,Dane,M,17
1922,Elsie,M,15
1922,Brandon,M,14
1922,Sara,M,10
1922,Tanner,M,6
1923,Sarah,F,4963
1923,Elsie,F,4550
1923,Sara,F,2185
1923,Lee,F,494
1923,Tina,F,150
1923,Edward,F,79
1923,Paul,F,76
1923,Thomas,F,66
1923,Adriana,F,22
1923,Daniel,F,13
1923,Ed,F,12
1923,Nick,F,7
1923,Alex,F,6
1923,Alexander,F,6
1923,Christian,F,5
1923,Justin,F,5
1923,Nicholas,F,5
1923,Edward,M,20597
1923,Thomas,M,15884
1923,Paul,M,13362
1923,Daniel,M,4264
1923,Lee,M,2358
1923,Nicholas,M,1468
1923,Alexander,M,1293
1923,Alex,M,940
1923,Nick,M,690
1923,Alan,M,588
1923,Ed,M,266
1923,Spencer,M,199
1923,Orlando,M,186
1923,Nolan,M,177
1923,Justin,M,122
1923,Christian,M,116
1923,Gary,M,85
1923,Tim,M,65
1923,Ethan,M,21
1923,Sarah,M,19
1923,Brandon,M,16
1923,Elsie,M,16
1923,Dane,M,11
1924,Sarah,F,5045
1924,Elsie,F,4499
1924,Sara,F,2313
1924,Lee,F,488
1924,Tina,F,143
1924,Edward,F,97
1924,Thomas,F,85
1924,Paul,F,78
1924,Daniel,F,29
1924,Adriana,F,20
1924,Nicholas,F,13
1924,Nick,F,8
1924,Christian,F,6
1924,Ed,F,6
1924,Gary,F,6
1924,Alex,F,5
1924,Alexander,F,5
1924,Edward,M,21126
1924,Thomas,M,16555
1924,Paul,M,13338
1924,Daniel,M,4403
1924,Lee,M,2420
1924,Nicholas,M,1488
1924,Alexander,M,1381
1924,Alex,M,979
1924,Nick,M,747
1924,Alan,M,625
1924,Ed,M,270
1924,Spencer,M,188
1924,Orlando,M,175
1924,Nolan,M,164
1924,Justin,M,161
1924,Christian,M,125
1924,Gary,M,84
1924,Tim,M,62
1924,Sarah,M,28
1924,Dane,M,21
1924,Elsie,M,20
1924,Ethan,M,14
1924,Brandon,M,12
1924,Ali,M,5
1924,Tanner,M,5
1925,Sarah,F,4686
1925,Elsie,F,4146
1925,Sara,F,2032
1925,Lee,F,531
1925,Tina,F,136
1925,Edward,F,106
1925,Paul,F,81
1925,Thomas,F,78
1925,Daniel,F,25
1925,Adriana,F,20
1925,Ed,F,8
1925,Nicholas,F,7
1925,Alexander,F,6
1925,Nick,F,6
1925,Alex,F,5
1925,Gary,F,5
1925,Edward,M,20091
1925,Thomas,M,16689
1925,Paul,M,14174
1925,Daniel,M,4550
1925,Lee,M,2536
1925,Nicholas,M,1332
1925,Alexander,M,1224
1925,Alex,M,902
1925,Alan,M,804
1925,Nick,M,691
1925,Ed,M,255
1925,Spencer,M,177
1925,Orlando,M,171
1925,Nolan,M,161
1925,Justin,M,132
1925,Gary,M,115
1925,Christian,M,105
1925,Tim,M,60
1925,Dane,M,35
1925,Elsie,M,34
1925,Sarah,M,24
1925,Ethan,M,17
1925,Brandon,M,9
1925,Sean,M,7
1925,Sara,M,5
1926,Sarah,F,4423
1926,Elsie,F,3909
1926,Sara,F,2022
1926,Lee,F,542
1926,Tina,F,126
1926,Edward,F,113
1926,Thomas,F,110
1926,Paul,F,86
1926,Daniel,F,31
1926,Adriana,F,16
1926,Nicholas,F,16
1926,Alex,F,10
1926,Gary,F,10
1926,Nick,F,7
1926,Christian,F,6
1926,Alan,F,5
1926,Ed,F,5
1926,Nolan,F,5
1926,Edward,M,19376
1926,Thomas,M,16594
1926,Paul,M,13653
1926,Daniel,M,4516
1926,Lee,M,2313
1926,Nicholas,M,1319
1926,Alexander,M,1150
1926,Alan,M,836
1926,Alex,M,805
1926,Nick,M,642
1926,Ed,M,287
1926,Spencer,M,176
1926,Nolan,M,168
1926,Orlando,M,149
1926,Justin,M,125
1926,Christian,M,113
1926,Gary,M,104
1926,Tim,M,65
1926,Ethan,M,27
1926,Dane,M,22
1926,Elsie,M,20
1926,Brandon,M,17
1926,Sarah,M,13
1926,Sara,M,7
1926,Ali,M,5
1926,Sean,M,5
1927,Sarah,F,4556
1927,Elsie,F,3805
1927,Sara,F,1994
1927,Lee,F,490
1927,Tina,F,151
1927,Thomas,F,116
1927,Edward,F,112
1927,Paul,F,102
1927,Daniel,F,35
1927,Alex,F,18
1927,Adriana,F,15
1927,Nicholas,F,12
1927,Alexander,F,10
1927,Ed,F,8
1927,Alan,F,7
1927,Christian,F,6
1927,Edward,M,19112
1927,Thomas,M,17028
1927,Paul,M,13606
1927,Daniel,M,4617
1927,Lee,M,2391
1927,Nicholas,M,1272
1927,Alexander,M,1093
1927,Alex,M,888
1927,Alan,M,808
1927,Nick,M,616
1927,Ed,M,245
1927,Spencer,M,180
1927,Nolan,M,174
1927,Justin,M,139
1927,Orlando,M,136
1927,Gary,M,130
1927,Christian,M,112
1927,Tim,M,64
1927,Elsie,M,36
1927,Sarah,M,34
1927,Ethan,M,27
1927,Dane,M,24
1927,Brandon,M,17
1927,Sara,M,8
1927,Ali,M,7
1927,Sean,M,5
1927,Tanner,M,5
1928,Sarah,F,4245
1928,Elsie,F,3469
1928,Sara,F,1873
1928,Lee,F,513
1928,Thomas,F,143
1928,Edward,F,138
1928,Tina,F,137
1928,Paul,F,123
1928,Daniel,F,34
1928,Adriana,F,16
1928,Gary,F,12
1928,Alexander,F,8
1928,Alan,F,7
1928,Nicholas,F,7
1928,Alex,F,6
1928,Christian,F,6
1928,Ed,F,6
1928,Nick,F,5
1928,Edward,M,18493
1928,Thomas,M,16580
1928,Paul,M,13162
1928,Daniel,M,4430
1928,Lee,M,2281
1928,Nicholas,M,1216
1928,Alexander,M,1047
1928,Alan,M,964
1928,Alex,M,799
1928,Nick,M,604
1928,Ed,M,251
1928,Gary,M,228
1928,Spencer,M,168
1928,Nolan,M,157
1928,Orlando,M,137
1928,Justin,M,121
1928,Christian,M,114
1928,Tim,M,50
1928,Sarah,M,34
1928,Ethan,M,25
1928,Elsie,M,17
1928,Dane,M,16
1928,Brandon,M,9
1928,Sara,M,8
1928,Ali,M,6
1928,Bergen,M,5
1929,Sarah,F,3815
1929,Elsie,F,3231
1929,Sara,F,1747
1929,Lee,F,474
1929,Edward,F,132
1929,Tina,F,130
1929,Thomas,F,121
1929,Paul,F,91
1929,Daniel,F,35
1929,Alex,F,18
1929,Nicholas,F,13
1929,Adriana,F,11
1929,Alexander,F,10
1929,Ed,F,10
1929,Alan,F,8
1929,Christian,F,6
1929,Gary,F,5
1929,Nick,F,5
1929,Edward,M,17224
1929,Thomas,M,16275
1929,Paul,M,12431
1929,Daniel,M,4369
1929,Lee,M,2210
1929,Nicholas,M,1192
1929,Alan,M,1101
1929,Alexander,M,985
1929,Alex,M,775
1929,Nick,M,588
1929,Gary,M,537
1929,Ed,M,205
1929,Spencer,M,157
1929,Nolan,M,142
1929,Justin,M,108
1929,Orlando,M,101
1929,Christian,M,93
1929,Tim,M,74
1929,Elsie,M,24
1929,Sarah,M,21
1929,Ethan,M,18
1929,Brandon,M,13
1929,Sara,M,11
1929,Dane,M,10
1929,Rhys,M,8
1930,Sarah,F,3920
1930,Elsie,F,2972
1930,Sara,F,1770
1930,Lee,F,465
1930,Tina,F,143
1930,Thomas,F,128
1930,Paul,F,114
1930,Edward,F,102
1930,Daniel,F,23
1930,Adriana,F,16
1930,Gary,F,15
1930,Nicholas,F,14
1930,Alex,F,13
1930,Ed,F,13
1930,Alan,F,9
1930,Alexander,F,5
1930,Edward,M,17352
1930,Thomas,M,17009
1930,Paul,M,12955
1930,Daniel,M,4464
1930,Lee,M,2361
1930,Alan,M,1301
1930,Nicholas,M,1131
1930,Alexander,M,873
1930,Alex,M,760
1930,Gary,M,715
1930,Nick,M,630
1930,Ed,M,232
1930,Nolan,M,180
1930,Spencer,M,153
1930,Orlando,M,114
1930,Justin,M,113
1930,Christian,M,94
1930,Tim,M,61
1930,Sarah,M,28
1930,Dane,M,20
1930,Elsie,M,20
1930,Ethan,M,19
1930,Brandon,M,12
1930,Sara,M,11
1930,Ali,M,7
1930,Sean,M,7
1930,Tanner,M,7
1931,Sarah,F,3636
1931,Elsie,F,2808
1931,Sara,F,1708
1931,Lee,F,448
1931,Tina,F,108
1931,Edward,F,101
1931,Paul,F,91
1931,Thomas,F,89
1931,Daniel,F,26
1931,Adriana,F,21
1931,Gary,F,14
1931,Alex,F,9
1931,Nicholas,F,8
1931,Christian,F,7
1931,Spencer,F,6
1931,Alan,F,5
1931,Thomas,M,16847
1931,Edward,M,15645
1931,Paul,M,12254
1931,Daniel,M,4362
1931,Lee,M,2123
1931,Alan,M,1423
1931,Nicholas,M,1103
1931,Gary,M,989
1931,Alexander,M,794
1931,Alex,M,727
1931,Nick,M,512
1931,Ed,M,241
1931,Nolan,M,156
1931,Spencer,M,141
1931,Orlando,M,111
1931,Christian,M,87
1931,Justin,M,77
1931,Tim,M,72
1931,Ethan,M,25
1931,Sarah,M,22
1931,Elsie,M,21
1931,Brandon,M,12
1931,Dane,M,9
1931,Sara,M,8
1931,Ali,M,6
1932,Sarah,F,3598
1932,Elsie,F,2553
1932,Sara,F,1759
1932,Lee,F,455
1932,Tina,F,123
1932,Thomas,F,92
1932,Edward,F,86
1932,Paul,F,79
1932,Daniel,F,19
1932,Gary,F,13
1932,Adriana,F,9
1932,Alan,F,8
1932,Alexander,F,8
1932,Ed,F,6
1932,Nicholas,F,6
1932,Alex,F,5
1932,Thomas,M,16835
1932,Edward,M,15189
1932,Paul,M,12069
1932,Daniel,M,4448
1932,Lee,M,2285
1932,Alan,M,1339
1932,Gary,M,1295
1932,Nicholas,M,925
1932,Alexander,M,774
1932,Alex,M,684
1932,Nick,M,490
1932,Ed,M,259
1932,Nolan,M,190
1932,Spencer,M,151
1932,Orlando,M,88
1932,Tim,M,87
1932,Christian,M,86
1932,Justin,M,83
1932,Dane,M,24
1932,Sarah,M,24
1932,Ethan,M,19
1932,Elsie,M,15
1932,Sara,M,10
1932,Brandon,M,9
1932,Sean,M,5
1933,Sarah,F,3621
1933,Elsie,F,2376
1933,Sara,F,1862
1933,Lee,F,403
1933,Tina,F,107
1933,Thomas,F,96
1933,Edward,F,60
1933,Paul,F,51
1933,Gary,F,20
1933,Daniel,F,16
1933,Alan,F,7
1933,Nicholas,F,7
1933,Adriana,F,6
1933,Alex,F,5
1933,Thomas,M,16504
1933,Edward,M,13797
1933,Paul,M,11853
1933,Daniel,M,4311
1933,Lee,M,2302
1933,Gary,M,2254
1933,Alan,M,1345
1933,Nicholas,M,888
1933,Alexander,M,659
1933,Alex,M,605
1933,Nick,M,499
1933,Ed,M,269
1933,Nolan,M,167
1933,Spencer,M,155
1933,Orlando,M,101
1933,Tim,M,101
1933,Justin,M,99
1933,Christian,M,77
1933,Sarah,M,30
1933,Elsie,M,27
1933,Ethan,M,23
1933,Dane,M,18
1933,Brandon,M,12
1933,Sara,M,10
1933,Sean,M,7
1933,Ali,M,6
1934,Sarah,F,3600
1934,Elsie,F,2270
1934,Sara,F,1844
1934,Lee,F,422
1934,Tina,F,118
1934,Edward,F,66
1934,Thomas,F,62
1934,Paul,F,58
1934,Adriana,F,23
1934,Daniel,F,22
1934,Gary,F,14
1934,Alex,F,11
1934,Alexander,F,6
1934,Thomas,M,17371
1934,Edward,M,13917
1934,Paul,M,12196
1934,Daniel,M,4502
1934,Gary,M,3356
1934,Lee,M,2377
1934,Alan,M,1369
1934,Nicholas,M,873
1934,Alex,M,623
1934,Alexander,M,616
1934,Nick,M,465
1934,Ed,M,261
1934,Nolan,M,189
1934,Spencer,M,185
1934,Tim,M,114
1934,Orlando,M,108
1934,Christian,M,92
1934,Justin,M,68
1934,Sarah,M,28
1934,Dane,M,26
1934,Ethan,M,20
1934,Elsie,M,19
1934,Sara,M,16
1934,Sean,M,8
1934,Brandon,M,6
1934,Ali,M,5
1935,Sarah,F,3615
1935,Elsie,F,2075
1935,Sara,F,1773
1935,Lee,F,474
1935,Tina,F,104
1935,Thomas,F,73
1935,Edward,F,69
1935,Paul,F,59
1935,Adriana,F,17
1935,Daniel,F,17
1935,Gary,F,16
1935,Alex,F,7
1935,Nick,F,5
1935,Thomas,M,17681
1935,Edward,M,13843
1935,Paul,M,12560
1935,Daniel,M,4589
1935,Gary,M,4489
1935,Lee,M,2426
1935,Alan,M,1425
1935,Nicholas,M,912
1935,Alexander,M,702
1935,Alex,M,581
1935,Nick,M,456
1935,Ed,M,243
1935,Nolan,M,188
1935,Spencer,M,163
1935,Tim,M,131
1935,Orlando,M,100
1935,Christian,M,71
1935,Justin,M,71
1935,Ethan,M,25
1935,Dane,M,20
1935,Sarah,M,19
1935,Elsie,M,13
1935,Sean,M,12
1935,Brandon,M,9
1935,Sara,M,9
1936,Sarah,F,3515
1936,Elsie,F,1874
1936,Sara,F,1823
1936,Lee,F,439
1936,Tina,F,117
1936,Thomas,F,76
1936,Edward,F,64
1936,Paul,F,53
1936,Gary,F,28
1936,Adriana,F,25
1936,Daniel,F,18
1936,Karan,F,12
1936,Alexander,F,5
1936,Christian,F,5
1936,Kristina,F,5
1936,Thomas,M,18344
1936,Edward,M,14193
1936,Paul,M,12306
1936,Gary,M,5191
1936,Daniel,M,4818
1936,Lee,M,2418
1936,Alan,M,1755
1936,Nicholas,M,928
1936,Alexander,M,613
1936,Alex,M,563
1936,Nick,M,421
1936,Ed,M,258
1936,Spencer,M,193
1936,Nolan,M,166
1936,Tim,M,134
1936,Orlando,M,97
1936,Christian,M,91
1936,Justin,M,61
1936,Ethan,M,23
1936,Dane,M,22
1936,Sarah,M,20
1936,Brandon,M,12
1936,Elsie,M,12
1936,Sara,M,12
1936,Sean,M,12
1936,Ali,M,5
1937,Sarah,F,3588
1937,Elsie,F,1938
1937,Sara,F,1901
1937,Lee,F,438
1937,Tina,F,126
1937,Thomas,F,66
1937,Edward,F,59
1937,Paul,F,44
1937,Gary,F,38
1937,Adriana,F,17
1937,Daniel,F,16
1937,Kristina,F,9
1937,Karan,F,7
1937,Nick,F,7
1937,Alex,F,5
1937,Thomas,M,19769
1937,Edward,M,14932
1937,Paul,M,12881
1937,Gary,M,6766
1937,Daniel,M,5123
1937,Lee,M,2499
1937,Alan,M,1846
1937,Nicholas,M,935
1937,Alexander,M,675
1937,Alex,M,565
1937,Nick,M,395
1937,Ed,M,264
1937,Nolan,M,183
1937,Spencer,M,180
1937,Tim,M,163
1937,Orlando,M,93
1937,Christian,M,85
1937,Justin,M,72
1937,Sarah,M,25
1937,Dane,M,19
1937,Ethan,M,18
1937,Elsie,M,14
1937,Sean,M,13
1937,Sara,M,9
1937,Ali,M,8
1937,Brandon,M,7
1938,Sarah,F,3748
1938,Sara,F,1949
1938,Elsie,F,1775
1938,Lee,F,450
1938,Tina,F,107
1938,Thomas,F,76
1938,Edward,F,57
1938,Gary,F,35
1938,Paul,F,35
1938,Daniel,F,27
1938,Karan,F,19
1938,Adriana,F,17
1938,Kristina,F,11
1938,Christian,F,8
1938,Alexander,F,7
1938,Alex,F,5
1938,Nicholas,F,5
1938,Thomas,M,21382
1938,Edward,M,14549
1938,Paul,M,13358
1938,Gary,M,8861
1938,Daniel,M,5584
1938,Lee,M,2575
1938,Alan,M,2241
1938,Nicholas,M,989
1938,Alexander,M,666
1938,Alex,M,602
1938,Nick,M,400
1938,Tim,M,270
1938,Ed,M,265
1938,Spencer,M,206
1938,Nolan,M,198
1938,Christian,M,99
1938,Orlando,M,98
1938,Justin,M,84
1938,Sarah,M,22
1938,Ethan,M,20
1938,Sean,M,18
1938,Elsie,M,17
1938,Dane,M,15
1938,Sara,M,10
1938,Ali,M,7
1938,Brandon,M,7
1939,Sarah,F,3672
1939,Sara,F,1873
1939,Elsie,F,1703
1939,Lee,F,477
1939,Tina,F,145
1939,Thomas,F,74
1939,Edward,F,50
1939,Paul,F,47
1939,Gary,F,27
1939,Karan,F,26
1939,Daniel,F,23
1939,Adriana,F,16
1939,Kristina,F,11
1939,Alan,F,6
1939,Alex,F,5
1939,Sean,F,5
1939,Thomas,M,22128
1939,Edward,M,14426
1939,Paul,M,13336
1939,Gary,M,9680
1939,Daniel,M,5797
1939,Lee,M,2587
1939,Alan,M,2330
1939,Nicholas,M,1032
1939,Alexander,M,722
1939,Alex,M,597
1939,Nick,M,405
1939,Ed,M,267
1939,Spencer,M,260
1939,Tim,M,245
1939,Nolan,M,205
1939,Orlando,M,119
1939,Christian,M,94
1939,Justin,M,91
1939,Ethan,M,33
1939,Sean,M,19
1939,Sarah,M,18
1939,Dane,M,14
1939,Elsie,M,10
1939,Sara,M,10
1939,Ali,M,6
1940,Sarah,F,3870
1940,Sara,F,2087
1940,Elsie,F,1466
1940,Lee,F,492
1940,Tina,F,172
1940,Thomas,F,86
1940,Paul,F,53
1940,Edward,F,45
1940,Gary,F,44
1940,Karan,F,31
1940,Adriana,F,23
1940,Daniel,F,23
1940,Kristina,F,16
1940,Kristi,F,8
1940,Alan,F,6
1940,Alex,F,6
1940,Thomas,M,23990
1940,Edward,M,14402
1940,Paul,M,14096
1940,Gary,M,12571
1940,Daniel,M,6224
1940,Lee,M,2624
1940,Alan,M,2377
1940,Nicholas,M,1101
1940,Alexander,M,760
1940,Alex,M,619
1940,Nick,M,409
1940,Tim,M,333
1940,Spencer,M,260
1940,Ed,M,251
1940,Nolan,M,221
1940,Orlando,M,115
1940,Christian,M,99
1940,Justin,M,84
1940,Sean,M,35
1940,Dane,M,29
1940,Sarah,M,24
1940,Ethan,M,17
1940,Brandon,M,10
1940,Elsie,M,9
1940,Sara,M,9
1940,Ali,M,8
1941,Sarah,F,3982
1941,Sara,F,2071
1941,Elsie,F,1416
1941,Lee,F,520
1941,Tina,F,156
1941,Thomas,F,75
1941,Paul,F,63
1941,Karan,F,56
1941,Gary,F,50
1941,Edward,F,47
1941,Daniel,F,31
1941,Adriana,F,21
1941,Kristina,F,19
1941,Kristi,F,11
1941,Christian,F,7
1941,Nicholas,F,6
1941,Alan,F,5
1941,Thomas,M,26642
1941,Edward,M,15582
1941,Paul,M,15165
1941,Gary,M,14566
1941,Daniel,M,7050
1941,Lee,M,2743
1941,Alan,M,2624
1941,Nicholas,M,1212
1941,Alexander,M,818
1941,Alex,M,641
1941,Nick,M,441
1941,Tim,M,388
1941,Spencer,M,291
1941,Ed,M,271
1941,Nolan,M,176
1941,Christian,M,122
1941,Orlando,M,117
1941,Justin,M,93
1941,Sean,M,33
1941,Ethan,M,25
1941,Dane,M,23
1941,Sarah,M,19
1941,Brandon,M,10
1941,Elsie,M,8
1941,Ali,M,7
1941,Sara,M,7
1941,Rhys,M,5
1942,Sarah,F,4100
1942,Sara,F,2190
1942,Elsie,F,1399
1942,Lee,F,583
1942,Tina,F,244
1942,Thomas,F,103
1942,Karan,F,84
1942,Edward,F,70
1942,Gary,F,60
1942,Paul,F,47
1942,Daniel,F,28
1942,Kristi,F,28
1942,Adriana,F,21
1942,Kristina,F,21
1942,Christian,F,12
1942,Alan,F,7
1942,Alex,F,6
1942,Sean,F,5
1942,Thomas,M,31099
1942,Edward,M,17467
1942,Gary,M,17069
1942,Paul,M,16492
1942,Daniel,M,8507
1942,Alan,M,3135
1942,Lee,M,2922
1942,Nicholas,M,1501
1942,Alexander,M,860
1942,Alex,M,681
1942,Nick,M,519
1942,Tim,M,512
1942,Spencer,M,313
1942,Ed,M,281
1942,Nolan,M,192
1942,Orlando,M,116
1942,Christian,M,108
1942,Justin,M,107
1942,Sean,M,45
1942,Ethan,M,21
1942,Sarah,M,20
1942,Dane,M,16
1942,Brandon,M,10
1942,Elsie,M,10
1942,Sara,M,6
1943,Sarah,F,3989
1943,Sara,F,2020
1943,Elsie,F,1244
1943,Lee,F,597
1943,Tina,F,360
1943,Karan,F,91
1943,Thomas,F,91
1943,Gary,F,58
1943,Edward,F,55
1943,Paul,F,47
1943,Kristina,F,41
1943,Daniel,F,34
1943,Kristi,F,27
1943,Adriana,F,24
1943,Alex,F,7
1943,Nicholas,F,6
1943,Alan,F,5
1943,Thomas,M,32870
1943,Gary,M,17868
1943,Edward,M,17712
1943,Paul,M,17250
1943,Daniel,M,9167
1943,Alan,M,3855
1943,Lee,M,2789
1943,Nicholas,M,1433
1943,Alexander,M,925
1943,Alex,M,660
1943,Tim,M,618
1943,Nick,M,558
1943,Spencer,M,351
1943,Ed,M,321
1943,Nolan,M,207
1943,Christian,M,135
1943,Justin,M,105
1943,Orlando,M,103
1943,Sean,M,48
1943,Ethan,M,31
1943,Dane,M,27
1943,Brandon,M,17
1943,Sarah,M,17
1943,Elsie,M,12
1943,Sara,M,10
1943,Ali,M,8
1944,Sarah,F,3858
1944,Sara,F,1903
1944,Elsie,F,1095
1944,Lee,F,600
1944,Tina,F,359
1944,Thomas,F,100
1944,Karan,F,73
1944,Gary,F,67
1944,Kristina,F,55
1944,Edward,F,49
1944,Paul,F,45
1944,Kristi,F,31
1944,Daniel,F,26
1944,Adriana,F,21
1944,Alan,F,8
1944,Alex,F,7
1944,Christian,F,5
1944,Thomas,M,31600
1944,Gary,M,20059
1944,Paul,M,16657
1944,Edward,M,16480
1944,Daniel,M,9314
1944,Alan,M,4277
1944,Lee,M,2931
1944,Nicholas,M,1363
1944,Alexander,M,865
1944,Alex,M,620
1944,Tim,M,605
1944,Nick,M,499
1944,Ed,M,307
1944,Spencer,M,282
1944,Nolan,M,206
1944,Christian,M,135
1944,Justin,M,106
1944,Orlando,M,83
1944,Sean,M,47
1944,Dane,M,29
1944,Ethan,M,28
1944,Brandon,M,18
1944,Ali,M,11
1944,Elsie,M,9
1944,Sara,M,8
1944,Sarah,M,8
1945,Sarah,F,3593
1945,Sara,F,1803
1945,Elsie,F,977
1945,Lee,F,687
1945,Tina,F,440
1945,Thomas,F,100
1945,Kristina,F,82
1945,Gary,F,60
1945,Karan,F,59
1945,Edward,F,44
1945,Kristi,F,44
1945,Paul,F,37
1945,Daniel,F,32
1945,Adriana,F,23
1945,Alan,F,9
1945,Nicholas,F,6
1945,Alexander,F,5
1945,Christian,F,5
1945,Nolan,F,5
1945,Thomas,M,31870
1945,Gary,M,21347
1945,Paul,M,16993
1945,Edward,M,15870
1945,Daniel,M,9707
1945,Alan,M,5073
1945,Lee,M,2940
1945,Nicholas,M,1358
1945,Alexander,M,891
1945,Tim,M,779
1945,Alex,M,639
1945,Nick,M,490
1945,Ed,M,312
1945,Spencer,M,266
1945,Nolan,M,174
1945,Christian,M,141
1945,Justin,M,122
1945,Orlando,M,95
1945,Dane,M,69
1945,Sean,M,50
1945,Ethan,M,21
1945,Brandon,M,10
1945,Sarah,M,10
1945,Ali,M,7
1946,Sarah,F,3908
1946,Sara,F,2035
1946,Elsie,F,1041
1946,Lee,F,807
1946,Tina,F,478
1946,Kristina,F,133
1946,Kristi,F,112
1946,Thomas,F,109
1946,Karan,F,95
1946,Gary,F,79
1946,Paul,F,66
1946,Edward,F,52
1946,Daniel,F,33
1946,Adriana,F,21
1946,Alexander,F,8
1946,Christian,F,8
1946,Alan,F,7
1946,Dane,F,6
1946,Thomas,M,38870
1946,Gary,M,26924
1946,Paul,M,21062
1946,Edward,M,18579
1946,Daniel,M,12868
1946,Alan,M,6490
1946,Lee,M,3345
1946,Nicholas,M,1675
1946,Tim,M,1134
1946,Alexander,M,965
1946,Alex,M,706
1946,Nick,M,564
1946,Ed,M,404
1946,Spencer,M,303
1946,Nolan,M,193
1946,Christian,M,182
1946,Justin,M,142
1946,Dane,M,139
1946,Orlando,M,115
1946,Sean,M,55
1946,Ethan,M,27
1946,Sarah,M,14
1946,Brandon,M,9
1946,Elsie,M,9
1946,Rhys,M,9
1946,Ali,M,5
1946,Sara,M,5
1947,Sarah,F,4223
1947,Sara,F,2173
1947,Elsie,F,954
1947,Lee,F,857
1947,Tina,F,541
1947,Kristina,F,152
1947,Kristi,F,109
1947,Thomas,F,103
1947,Karan,F,98
1947,Gary,F,90
1947,Paul,F,63
1947,Edward,F,55
1947,Daniel,F,36
1947,Adriana,F,35
1947,Alan,F,19
1947,Christian,F,14
1947,Alex,F,11
1947,Sean,F,6
1947,Thomas,M,44838
1947,Gary,M,30030
1947,Paul,M,22793
1947,Edward,M,20541
1947,Daniel,M,15189
1947,Alan,M,7823
1947,Lee,M,3676
1947,Nicholas,M,1935
1947,Tim,M,1330
1947,Alexander,M,1081
1947,Alex,M,794
1947,Nick,M,647
1947,Ed,M,369
1947,Spencer,M,337
1947,Nolan,M,198
1947,Christian,M,187
1947,Dane,M,176
1947,Orlando,M,153
1947,Justin,M,148
1947,Sean,M,97
1947,Brandon,M,31
1947,Ethan,M,27
1947,Sarah,M,17
1947,Sara,M,10
1947,Ali,M,6
1948,Sarah,F,4157
1948,Sara,F,2021
1948,Elsie,F,904
1948,Lee,F,842
1948,Tina,F,577
1948,Kristina,F,216
1948,Kristi,F,122
1948,Thomas,F,95
1948,Karan,F,87
1948,Gary,F,74
1948,Paul,F,60
1948,Edward,F,51
1948,Daniel,F,48
1948,Adriana,F,45
1948,Alan,F,10
1948,Alex,F,10
1948,Christian,F,9
1948,Nicholas,F,5
1948,Thomas,M,43778
1948,Gary,M,28394
1948,Paul,M,21247
1948,Edward,M,18980
1948,Daniel,M,16506
1948,Alan,M,7394
1948,Lee,M,3444
1948,Nicholas,M,1929
1948,Tim,M,1296
